Place_Id,Place_Name,Img_Path_0,Img_Path_1,Img_Path_2
147,Bentara Budaya Yogyakarta (BBY),images_output\Bentara Budaya Yogyakarta (BBY)\Bentara Budaya Yogyakarta (BBY)_0.jpg,nan,images_output\Bentara Budaya Yogyakarta (BBY)\Bentara Budaya Yogyakarta (BBY)_2.jpg
148,Goa Rancang Kencono,images_output\Goa Rancang Kencono\Goa Rancang Kencono_0.jpg,images_output\Goa Rancang Kencono\Goa Rancang Kencono_1.png,nan
149,Goa Cerme,images_output\Goa Cerme\Goa Cerme_0.jpg,images_output\Goa Cerme\Goa Cerme_1.jpg,images_output\Goa Cerme\Goa Cerme_2.jpg
150,Wisata Kraton Jogja,images_output\Wisata Kraton Jogja\Wisata Kraton Jogja_0.jpg,images_output\Wisata Kraton Jogja\Wisata Kraton Jogja_1.jpg,nan
151,Desa Wisata Kelor,images_output\Desa Wisata Kelor\Desa Wisata Kelor_0.jpg,nan,nan
152,Pantai Patihan,images_output\Pantai Patihan\Pantai Patihan_0.jpg,nan,nan
153,Pantai Kukup,images_output\Pantai Kukup\Pantai Kukup_0.jpg,images_output\Pantai Kukup\Pantai Kukup_1.jpg,images_output\Pantai Kukup\Pantai Kukup_2.jpg
154,Pantai Ngrawe (Mesra),images_output\Pantai Ngrawe (Mesra)\Pantai Ngrawe (Mesra)_0.jpg,images_output\Pantai Ngrawe (Mesra)\Pantai Ngrawe (Mesra)_1.png,nan
155,Pantai Ngobaran,images_output\Pantai Ngobaran\Pantai Ngobaran_0.jpg,nan,nan
156,Pantai Pulang Sawal,images_output\Pantai Pulang Sawal\Pantai Pulang Sawal_0.jpg,images_output\Pantai Pulang Sawal\Pantai Pulang Sawal_1.jpg,nan
157,Pantai Baron,images_output\Pantai Baron\Pantai Baron_0.jpg,images_output\Pantai Baron\Pantai Baron_1.jpg,nan
158,Pantai Pok Tunggal,images_output\Pantai Pok Tunggal\Pantai Pok Tunggal_0.jpg,images_output\Pantai Pok Tunggal\Pantai Pok Tunggal_1.jpg,nan
159,Hutan Pinus Asri,images_output\Hutan Pinus Asri\Hutan Pinus Asri_0.jpg,images_output\Hutan Pinus Asri\Hutan Pinus Asri_1.jpg,images_output\Hutan Pinus Asri\Hutan Pinus Asri_2.jpg
160,Pasar Kebon Empring Bintaran,images_output\Pasar Kebon Empring Bintaran\Pasar Kebon Empring Bintaran_0.jpg,nan,nan
161,"Bukit Paralayang, Watugupit","images_output\Bukit Paralayang, Watugupit\Bukit Paralayang, Watugupit_0.jpg","images_output\Bukit Paralayang, Watugupit\Bukit Paralayang, Watugupit_1.jpg","images_output\Bukit Paralayang, Watugupit\Bukit Paralayang, Watugupit_2.jpg"
162,Kampung Wisata Dipowinatan,images_output\Kampung Wisata Dipowinatan\Kampung Wisata Dipowinatan_0.jpg,images_output\Kampung Wisata Dipowinatan\Kampung Wisata Dipowinatan_1.jpg,nan
163,Watu Mabur Mangunan,images_output\Watu Mabur Mangunan\Watu Mabur Mangunan_0.jpg,images_output\Watu Mabur Mangunan\Watu Mabur Mangunan_1.jpg,nan
164,Pintoe Langit Dahromo,images_output\Pintoe Langit Dahromo\Pintoe Langit Dahromo_0.jpg,images_output\Pintoe Langit Dahromo\Pintoe Langit Dahromo_1.jpg,images_output\Pintoe Langit Dahromo\Pintoe Langit Dahromo_2.jpg
165,Green Village Gedangsari,images_output\Green Village Gedangsari\Green Village Gedangsari_0.jpg,images_output\Green Village Gedangsari\Green Village Gedangsari_1.jpg,nan
166,Kebun Teh Nglinggo,images_output\Kebun Teh Nglinggo\Kebun Teh Nglinggo_0.jpg,images_output\Kebun Teh Nglinggo\Kebun Teh Nglinggo_1.jpg,images_output\Kebun Teh Nglinggo\Kebun Teh Nglinggo_2.jpg
167,Geoforest Watu Payung Turunan,images_output\Geoforest Watu Payung Turunan\Geoforest Watu Payung Turunan_0.jpg,images_output\Geoforest Watu Payung Turunan\Geoforest Watu Payung Turunan_1.jpg,images_output\Geoforest Watu Payung Turunan\Geoforest Watu Payung Turunan_2.jpg
168,Pantai Timang,images_output\Pantai Timang\Pantai Timang_0.jpg,images_output\Pantai Timang\Pantai Timang_1.jpg,nan
169,Puncak Segoro,images_output\Puncak Segoro\Puncak Segoro_0.jpg,images_output\Puncak Segoro\Puncak Segoro_1.jpg,nan
170,Candi Borobudur,images_output\Candi Borobudur\Candi Borobudur_0.jpg,images_output\Candi Borobudur\Candi Borobudur_1.jpg,images_output\Candi Borobudur\Candi Borobudur_2.jpg
171,Candi Ijo,images_output\Candi Ijo\Candi Ijo_0.jpg,images_output\Candi Ijo\Candi Ijo_1.jpg,nan
172,Pantai Indrayanti,images_output\Pantai Indrayanti\Pantai Indrayanti_0.jpg,images_output\Pantai Indrayanti\Pantai Indrayanti_1.png,nan
173,Pantai Nglambor,images_output\Pantai Nglambor\Pantai Nglambor_0.jpg,nan,nan
174,Pasar Beringharjo,images_output\Pasar Beringharjo\Pasar Beringharjo_0.jpg,nan,nan
175,Museum Ullen Sentalu,images_output\Museum Ullen Sentalu\Museum Ullen Sentalu_0.jpg,images_output\Museum Ullen Sentalu\Museum Ullen Sentalu_1.jpg,images_output\Museum Ullen Sentalu\Museum Ullen Sentalu_2.jpg
176,Museum Gunung Merapi,images_output\Museum Gunung Merapi\Museum Gunung Merapi_0.jpg,images_output\Museum Gunung Merapi\Museum Gunung Merapi_1.jpg,nan
177,Pantai Parangtritis,images_output\Pantai Parangtritis\Pantai Parangtritis_0.jpg,nan,nan
178,Goa Pindul,images_output\Goa Pindul\Goa Pindul_0.jpg,images_output\Goa Pindul\Goa Pindul_1.jpg,images_output\Goa Pindul\Goa Pindul_2.jpg
179,Candi Ratu Boko,images_output\Candi Ratu Boko\Candi Ratu Boko_0.jpg,images_output\Candi Ratu Boko\Candi Ratu Boko_1.png,images_output\Candi Ratu Boko\Candi Ratu Boko_2.jpg
180,Pantai Depok Jogja,images_output\Pantai Depok Jogja\Pantai Depok Jogja_0.jpg,images_output\Pantai Depok Jogja\Pantai Depok Jogja_1.jpg,nan
181,Pantai Sundak,images_output\Pantai Sundak\Pantai Sundak_0.jpg,images_output\Pantai Sundak\Pantai Sundak_1.jpg,images_output\Pantai Sundak\Pantai Sundak_2.jpg
182,Hutan Mangrove Kulon Progo,images_output\Hutan Mangrove Kulon Progo\Hutan Mangrove Kulon Progo_0.jpg,images_output\Hutan Mangrove Kulon Progo\Hutan Mangrove Kulon Progo_1.jpg,nan
183,Jogja Bay Pirates Adventure Waterpark,images_output\Jogja Bay Pirates Adventure Waterpark\Jogja Bay Pirates Adventure Waterpark_0.jpg,images_output\Jogja Bay Pirates Adventure Waterpark\Jogja Bay Pirates Adventure Waterpark_1.jpg,images_output\Jogja Bay Pirates Adventure Waterpark\Jogja Bay Pirates Adventure Waterpark_2.jpg
184,Pantai Sepanjang,images_output\Pantai Sepanjang\Pantai Sepanjang_0.jpg,nan,nan
185,Pantai Krakal,images_output\Pantai Krakal\Pantai Krakal_0.jpg,images_output\Pantai Krakal\Pantai Krakal_1.jpg,nan
186,Pantai Glagah,images_output\Pantai Glagah\Pantai Glagah_0.jpg,images_output\Pantai Glagah\Pantai Glagah_1.jpg,nan
187,Pantai Siung,images_output\Pantai Siung\Pantai Siung_0.jpg,images_output\Pantai Siung\Pantai Siung_1.jpg,images_output\Pantai Siung\Pantai Siung_2.jpg
188,Pantai Sadranan,images_output\Pantai Sadranan\Pantai Sadranan_0.png,images_output\Pantai Sadranan\Pantai Sadranan_1.jpg,nan
189,Pantai Nguluran,images_output\Pantai Nguluran\Pantai Nguluran_0.jpg,images_output\Pantai Nguluran\Pantai Nguluran_1.jpg,nan
190,Pantai Samas,images_output\Pantai Samas\Pantai Samas_0.jpg,nan,nan
191,Pantai Drini,images_output\Pantai Drini\Pantai Drini_0.jpg,images_output\Pantai Drini\Pantai Drini_1.jpg,nan
192,Air Terjun Sri Gethuk,images_output\Air Terjun Sri Gethuk\Air Terjun Sri Gethuk_0.jpg,images_output\Air Terjun Sri Gethuk\Air Terjun Sri Gethuk_1.jpg,images_output\Air Terjun Sri Gethuk\Air Terjun Sri Gethuk_2.jpg
193,Candi Sewu,images_output\Candi Sewu\Candi Sewu_0.jpg,images_output\Candi Sewu\Candi Sewu_1.jpg,nan
194,Pantai Wediombo,images_output\Pantai Wediombo\Pantai Wediombo_0.jpg,images_output\Pantai Wediombo\Pantai Wediombo_1.jpg,images_output\Pantai Wediombo\Pantai Wediombo_2.jpg
195,Pantai Jogan,images_output\Pantai Jogan\Pantai Jogan_0.jpg,images_output\Pantai Jogan\Pantai Jogan_1.jpg,nan
196,Pantai Ngrenehan,images_output\Pantai Ngrenehan\Pantai Ngrenehan_0.jpg,nan,nan
197,Pantai Jungwok,images_output\Pantai Jungwok\Pantai Jungwok_0.jpg,images_output\Pantai Jungwok\Pantai Jungwok_1.jpg,nan
198,Pantai Greweng,images_output\Pantai Greweng\Pantai Greweng_0.jpg,images_output\Pantai Greweng\Pantai Greweng_1.jpg,nan
199,Pantai Sedahan,images_output\Pantai Sedahan\Pantai Sedahan_0.jpg,images_output\Pantai Sedahan\Pantai Sedahan_1.png,images_output\Pantai Sedahan\Pantai Sedahan_2.jpg
200,Pantai Watu Kodok,images_output\Pantai Watu Kodok\Pantai Watu Kodok_0.jpg,images_output\Pantai Watu Kodok\Pantai Watu Kodok_1.jpg,images_output\Pantai Watu Kodok\Pantai Watu Kodok_2.jpg
201,Pantai Kesirat,images_output\Pantai Kesirat\Pantai Kesirat_0.jpg,nan,nan
202,Pantai Ngandong,images_output\Pantai Ngandong\Pantai Ngandong_0.jpg,images_output\Pantai Ngandong\Pantai Ngandong_1.jpg,nan
203,Galaxy Waterpark Jogja,images_output\Galaxy Waterpark Jogja\Galaxy Waterpark Jogja_0.jpg,images_output\Galaxy Waterpark Jogja\Galaxy Waterpark Jogja_1.jpg,nan
204,Desa Wisata Pulesari,images_output\Desa Wisata Pulesari\Desa Wisata Pulesari_0.jpg,images_output\Desa Wisata Pulesari\Desa Wisata Pulesari_1.jpg,nan
205,Desa Wisata Tembi,images_output\Desa Wisata Tembi\Desa Wisata Tembi_0.jpg,images_output\Desa Wisata Tembi\Desa Wisata Tembi_1.jpg,images_output\Desa Wisata Tembi\Desa Wisata Tembi_2.jpg
206,Wisata Kaliurang,images_output\Wisata Kaliurang\Wisata Kaliurang_0.jpg,nan,nan
207,Heha Sky View,images_output\Heha Sky View\Heha Sky View_0.jpg,images_output\Heha Sky View\Heha Sky View_1.jpg,images_output\Heha Sky View\Heha Sky View_2.jpg
208,Taman Sungai Mudal,images_output\Taman Sungai Mudal\Taman Sungai Mudal_0.jpg,images_output\Taman Sungai Mudal\Taman Sungai Mudal_1.jpg,nan
209,Pantai Sanglen,images_output\Pantai Sanglen\Pantai Sanglen_0.jpg,images_output\Pantai Sanglen\Pantai Sanglen_1.jpg,images_output\Pantai Sanglen\Pantai Sanglen_2.jpg
210,Pantai Congot,images_output\Pantai Congot\Pantai Congot_0.jpg,nan,nan
211,GunungTangkuban perahu,images_output\GunungTangkuban perahu\GunungTangkuban perahu_0.png,nan,nan
212,Jalan Braga,images_output\Jalan Braga\Jalan Braga_0.jpg,images_output\Jalan Braga\Jalan Braga_1.jpg,nan
213,Gedung Sate,images_output\Museum Gedung Sate\Museum Gedung Sate_0.jpg,images_output\Museum Gedung Sate\Museum Gedung Sate_1.jpg,images_output\Museum Gedung Sate\Museum Gedung Sate_2.jpg
214,Trans Studio Bandung,images_output\Trans Studio Bandung\Trans Studio Bandung_0.jpg,images_output\Masjid Agung Trans Studio Bandung\Masjid Agung Trans Studio Bandung_1.jpg,nan
215,Taman Hutan Raya Ir. H. Djuanda,images_output\Taman Hutan Raya Ir. H. Djuanda\Taman Hutan Raya Ir. H. Djuanda_0.jpg,images_output\Taman Hutan Raya Ir. H. Djuanda\Taman Hutan Raya Ir. H. Djuanda_1.png,nan
216,Farm House Susu Lembang,images_output\Farm House Susu Lembang\Farm House Susu Lembang_0.jpg,images_output\Farm House Susu Lembang\Farm House Susu Lembang_1.jpg,nan
217,Kebun Binatang Bandung,images_output\Kebun Binatang Bandung\Kebun Binatang Bandung_0.jpg,nan,nan
218,Kawah Putih,images_output\Kawah Putih\Kawah Putih_0.jpg,images_output\Kawah Putih\Kawah Putih_1.jpg,nan
219,Tebing Karaton,images_output\Tebing Karaton\Tebing Karaton_0.png,nan,nan
220,Dusun Bambu,images_output\Dusun Bambu\Dusun Bambu_0.jpg,images_output\Dusun Bambu\Dusun Bambu_1.jpg,images_output\Dusun Bambu\Dusun Bambu_2.jpg
221,Museum Geologi Bandung,images_output\Museum Geologi Bandung\Museum Geologi Bandung_0.jpg,images_output\Museum Geologi Bandung\Museum Geologi Bandung_1.jpg,nan
222,Museum Konferensi Asia Afrika,images_output\Museum Konferensi Asia Afrika\Museum Konferensi Asia Afrika_0.jpg,nan,nan
223,Masjid Raya Bandung,images_output\Masjid Raya Bandung\Masjid Raya Bandung_0.jpg,images_output\Masjid Raya Bandung\Masjid Raya Bandung_1.jpg,nan
224,Dago Dreampark,images_output\Dago Dreampark\Dago Dreampark_0.jpg,images_output\Dago Dreampark\Dago Dreampark_1.jpg,nan
225,Orchid Forest Cikole,images_output\Orchid Forest Cikole\Orchid Forest Cikole_0.jpg,images_output\Orchid Forest Cikole\Orchid Forest Cikole_1.jpg,nan
226,Kawasan Punclut,images_output\Kawasan Punclut\Kawasan Punclut_0.png,images_output\Kawasan Punclut\Kawasan Punclut_1.jpg,images_output\Kawasan Punclut\Kawasan Punclut_2.jpg
227,Alun-Alun Kota Bandung,images_output\Alun-Alun Kota Bandung\Alun-Alun Kota Bandung_0.jpg,images_output\Alun-Alun Kota Bandung\Alun-Alun Kota Bandung_1.jpg,images_output\Alun-Alun Kota Bandung\Alun-Alun Kota Bandung_2.jpg
228,Museum Sri Baduga,images_output\Museum Sri Baduga\Museum Sri Baduga_0.jpg,images_output\Museum Sri Baduga\Museum Sri Baduga_1.jpg,nan
229,Rabbit Town,images_output\Rabbit Town\Rabbit Town_0.jpg,nan,nan
230,Stone Garden Citatah,images_output\Stone Garden Citatah\Stone Garden Citatah_0.jpg,images_output\Stone Garden Citatah\Stone Garden Citatah_1.png,nan
231,The Great Asia Africa,images_output\The Great Asia Africa\The Great Asia Africa_0.jpg,images_output\The Great Asia Africa\The Great Asia Africa_1.jpg,nan
232,Bukit Moko,images_output\Bukit Moko\Bukit Moko_0.jpg,images_output\Bukit Moko\Bukit Moko_1.jpg,nan
233,Gunung Papandayan,images_output\Gunung Papandayan\Gunung Papandayan_0.jpg,images_output\Gunung Papandayan\Gunung Papandayan_1.png,images_output\Gunung Papandayan\Gunung Papandayan_2.jpg
234,Amazing Art World,images_output\Amazing Art World\Amazing Art World_0.jpg,images_output\Amazing Art World\Amazing Art World_1.jpg,nan
235,Gua Belanda,images_output\Gua Belanda\Gua Belanda_0.jpg,images_output\Gua Belanda\Gua Belanda_1.jpg,nan
236,Taman Balai Kota Bandung,images_output\Taman Balai Kota Bandung\Taman Balai Kota Bandung_0.jpg,images_output\Taman Balai Kota Bandung\Taman Balai Kota Bandung_1.jpg,nan
237,Panghegar Waterboom Bandung,images_output\Panghegar Waterboom Bandung\Panghegar Waterboom Bandung_0.png,nan,nan
238,Gunung Manglayang,images_output\Gunung Manglayang\Gunung Manglayang_0.jpg,images_output\Gunung Manglayang\Gunung Manglayang_1.jpg,images_output\Gunung Manglayang\Gunung Manglayang_2.jpg
239,Lembang Park & Zoo,images_output\Lembang Park & Zoo\Lembang Park & Zoo_0.jpg,images_output\Lembang Park & Zoo\Lembang Park & Zoo_1.jpg,nan
240,Taman Lalu Lintas Ade Irma Suryani Nasution,images_output\Taman Lalu Lintas Ade Irma Suryani Nasution\Taman Lalu Lintas Ade Irma Suryani Nasution_0.jpg,images_output\Taman Lalu Lintas Ade Irma Suryani Nasution\Taman Lalu Lintas Ade Irma Suryani Nasution_1.jpg,nan
241,Lawangwangi Creative Space,images_output\Lawangwangi Creative Space\Lawangwangi Creative Space_0.jpg,images_output\Lawangwangi Creative Space\Lawangwangi Creative Space_1.jpg,nan
242,Curug Dago,images_output\Curug Dago\Curug Dago_0.jpg,nan,nan
243,Kampung Korea Bandung,images_output\Kampung Korea Bandung\Kampung Korea Bandung_0.jpg,nan,nan
244,Kampung Batu Malakasari,images_output\Kampung Batu Malakasari\Kampung Batu Malakasari_0.png,images_output\Kampung Batu Malakasari\Kampung Batu Malakasari_1.jpg,nan
245,Jendela Alam,images_output\Jendela Alam\Jendela Alam_0.jpg,images_output\Jendela Alam\Jendela Alam_1.jpg,images_output\Jendela Alam\Jendela Alam_2.jpg
246,Curug Tilu Leuwi Opat,images_output\Curug Tilu Leuwi Opat\Curug Tilu Leuwi Opat_0.jpg,images_output\Curug Tilu Leuwi Opat\Curug Tilu Leuwi Opat_1.jpg,nan
247,Kiara Artha Park,images_output\Kiara Artha Park\Kiara Artha Park_0.jpg,images_output\Kiara Artha Park\Kiara Artha Park_1.jpg,nan
248,NuArt Sculpture Park,images_output\NuArt Sculpture Park\NuArt Sculpture Park_0.jpg,images_output\NuArt Sculpture Park\NuArt Sculpture Park_1.jpg,images_output\NuArt Sculpture Park\NuArt Sculpture Park_2.jpg
249,Upside Down World Bandung,images_output\Upside Down World Bandung\Upside Down World Bandung_0.jpg,images_output\Upside Down World Bandung\Upside Down World Bandung_1.jpg,images_output\Upside Down World Bandung\Upside Down World Bandung_2.jpg
250,Pesona Nirwana Waterpark & Cottages,images_output\Pesona Nirwana Waterpark & Cottages\Pesona Nirwana Waterpark & Cottages_0.jpg,nan,nan
251,Taman Lansia,images_output\Taman Lansia\Taman Lansia_0.jpg,images_output\Taman Lansia\Taman Lansia_1.jpg,nan
252,Kampoeng Tulip,images_output\Kampoeng Tulip\Kampoeng Tulip_0.jpg,images_output\Kampoeng Tulip\Kampoeng Tulip_1.jpg,nan
253,Selasar Sunaryo Art Space,images_output\Selasar Sunaryo Art Space\Selasar Sunaryo Art Space_0.jpg,nan,nan
254,Teras Cikapundung BBWS,images_output\Teras Cikapundung BBWS\Teras Cikapundung BBWS_0.jpg,nan,nan
255,Museum Barli,images_output\Museum Barli\Museum Barli_0.png,images_output\Museum Barli\Museum Barli_1.jpg,nan
256,Wisata Batu Kuda,images_output\Wisata Batu Kuda\Wisata Batu Kuda_0.jpg,images_output\Wisata Batu Kuda\Wisata Batu Kuda_1.jpg,images_output\Wisata Batu Kuda\Wisata Batu Kuda_2.jpg
257,Monumen Bandung Lautan Api,images_output\Monumen Bandung Lautan Api\Monumen Bandung Lautan Api_0.jpg,images_output\Monumen Bandung Lautan Api\Monumen Bandung Lautan Api_1.jpg,nan
258,Museum Gedung Sate,images_output\Museum Gedung Sate\Museum Gedung Sate_0.jpg,images_output\Museum Gedung Sate\Museum Gedung Sate_1.jpg,images_output\Museum Gedung Sate\Museum Gedung Sate_2.jpg
259,Monumen Perjuangan Rakyat Jawa Barat,images_output\Monumen Perjuangan Rakyat Jawa Barat\Monumen Perjuangan Rakyat Jawa Barat_0.png,images_output\Monumen Perjuangan Rakyat Jawa Barat\Monumen Perjuangan Rakyat Jawa Barat_1.jpg,nan
260,Museum Pos Indonesia,images_output\Museum Pos Indonesia\Museum Pos Indonesia_0.jpg,images_output\Museum Pos Indonesia\Museum Pos Indonesia_1.png,images_output\Museum Pos Indonesia\Museum Pos Indonesia_2.jpg
261,Ciwangun Indah Camp Official,images_output\Ciwangun Indah Camp Official\Ciwangun Indah Camp Official_0.jpg,images_output\Ciwangun Indah Camp Official\Ciwangun Indah Camp Official_1.jpg,images_output\Ciwangun Indah Camp Official\Ciwangun Indah Camp Official_2.jpg
262,Wot Batu,images_output\Wot Batu\Wot Batu_0.jpg,images_output\Wot Batu\Wot Batu_1.jpg,nan
263,Curug Batu Templek,images_output\Curug Batu Templek\Curug Batu Templek_0.jpg,images_output\Curug Batu Templek\Curug Batu Templek_1.png,nan
264,Gereja Katedral Santo Petrus Bandung,images_output\Gereja Katedral Santo Petrus Bandung\Gereja Katedral Santo Petrus Bandung_0.jpg,images_output\Gereja Katedral Santo Petrus Bandung\Gereja Katedral Santo Petrus Bandung_1.jpg,nan
265,Museum Mandala Wangsit Siliwangi,images_output\Museum Mandala Wangsit Siliwangi\Museum Mandala Wangsit Siliwangi_0.jpg,images_output\Museum Mandala Wangsit Siliwangi\Museum Mandala Wangsit Siliwangi_1.jpg,nan
266,Caringin Tilu,images_output\Caringin Tilu\Caringin Tilu_0.jpg,images_output\Caringin Tilu\Caringin Tilu_1.jpg,nan
267,Panama Park 825,images_output\Panama Park 825\Panama Park 825_0.jpg,images_output\Panama Park 825\Panama Park 825_1.jpg,images_output\Panama Park 825\Panama Park 825_2.jpg
268,Sudut Pandang Bandung,images_output\Sudut Pandang Bandung\Sudut Pandang Bandung_0.jpg,nan,nan
269,Bumi Perkemahan Batu Kuda,images_output\Bumi Perkemahan Batu Kuda\Bumi Perkemahan Batu Kuda_0.jpg,images_output\Bumi Perkemahan Batu Kuda\Bumi Perkemahan Batu Kuda_1.jpg,nan
270,Bukit Bintang,images_output\Bukit Bintang Yogyakarta\Bukit Bintang Yogyakarta_0.png,images_output\Bukit Bintang Yogyakarta\Bukit Bintang Yogyakarta_1.jpg,images_output\Bukit Bintang\Bukit Bintang_2.jpg
271,Taman Vanda,images_output\Taman Vanda\Taman Vanda_0.jpg,images_output\Taman Vanda\Taman Vanda_1.jpg,nan
272,Taman Budaya Jawa Barat,images_output\Taman Budaya Jawa Barat\Taman Budaya Jawa Barat_0.jpg,nan,nan
273,Curug Bugbrug,images_output\Curug Bugbrug\Curug Bugbrug_0.jpg,images_output\Curug Bugbrug\Curug Bugbrug_1.jpg,images_output\Curug Bugbrug\Curug Bugbrug_2.jpg
274,Babakan Siliwangi City Forest Path Bandung,images_output\Babakan Siliwangi City Forest Path Bandung\Babakan Siliwangi City Forest Path Bandung_0.jpg,images_output\Babakan Siliwangi City Forest Path Bandung\Babakan Siliwangi City Forest Path Bandung_1.jpg,images_output\Babakan Siliwangi City Forest Path Bandung\Babakan Siliwangi City Forest Path Bandung_2.jpg
275,Curug Cipanas,images_output\Curug Cipanas\Curug Cipanas_0.jpg,images_output\Curug Cipanas\Curug Cipanas_1.jpg,nan
276,Taman Jomblo,images_output\Taman Jomblo\Taman Jomblo_0.jpg,images_output\Taman Jomblo\Taman Jomblo_1.jpg,nan
277,Peta Park,images_output\Peta Park\Peta Park_0.jpg,images_output\Peta Park\Peta Park_1.jpg,images_output\Peta Park\Peta Park_2.jpg
278,Masjid Daarut Tauhiid Bandung,images_output\Masjid Daarut Tauhiid Bandung\Masjid Daarut Tauhiid Bandung_0.jpg,images_output\Masjid Daarut Tauhiid Bandung\Masjid Daarut Tauhiid Bandung_1.jpg,nan
279,Masjid Agung Trans Studio Bandung,images_output\Masjid Agung Trans Studio Bandung\Masjid Agung Trans Studio Bandung_0.jpg,images_output\Masjid Agung Trans Studio Bandung\Masjid Agung Trans Studio Bandung_1.jpg,nan
280,Gereja Tiberias Indonesia Bandung,images_output\Gereja Tiberias Indonesia Bandung\Gereja Tiberias Indonesia Bandung_0.jpg,images_output\Gereja Tiberias Indonesia Bandung\Gereja Tiberias Indonesia Bandung_1.jpg,nan
281,Tektona Waterpark,images_output\Tektona Waterpark\Tektona Waterpark_0.jpg,nan,nan
282,Curug Cilengkrang,images_output\Curug Cilengkrang\Curug Cilengkrang_0.jpg,images_output\Curug Cilengkrang\Curug Cilengkrang_1.jpg,nan
283,Jembatan Pasupati,images_output\Jembatan Pasupati\Jembatan Pasupati_0.jpg,images_output\Jembatan Pasupati\Jembatan Pasupati_1.jpg,images_output\Jembatan Pasupati\Jembatan Pasupati_2.png
284,Pasar Baru,images_output\Pasar Baru\Pasar Baru_0.jpg,images_output\Pasar Baru\Pasar Baru_1.jpg,images_output\Pasar Baru\Pasar Baru_2.jpg
285,Taman Sejarah Bandung,images_output\Taman Sejarah Bandung\Taman Sejarah Bandung_0.jpg,images_output\Taman Sejarah Bandung\Taman Sejarah Bandung_1.jpg,nan
286,Roemah Seni Sarasvati,images_output\Roemah Seni Sarasvati\Roemah Seni Sarasvati_0.jpg,images_output\Roemah Seni Sarasvati\Roemah Seni Sarasvati_1.jpg,nan
287,Puspa Iptek Sundial,images_output\Puspa Iptek Sundial\Puspa Iptek Sundial_0.jpg,images_output\Puspa Iptek Sundial\Puspa Iptek Sundial_1.jpg,nan
288,Masjid Salman ITB,images_output\Masjid Salman ITB\Masjid Salman ITB_0.jpg,images_output\Masjid Salman ITB\Masjid Salman ITB_1.jpg,nan
289,Curug Aseupan,images_output\Curug Aseupan\Curug Aseupan_0.jpg,images_output\Curug Aseupan\Curug Aseupan_1.jpg,images_output\Curug Aseupan\Curug Aseupan_2.jpg
290,Museum Pendidikan Nasional,images_output\Museum Pendidikan Nasional\Museum Pendidikan Nasional_0.jpg,images_output\Museum Pendidikan Nasional\Museum Pendidikan Nasional_1.jpg,images_output\Museum Pendidikan Nasional\Museum Pendidikan Nasional_2.jpg
291,Water Park Bandung Indah,images_output\Water Park Bandung Indah\Water Park Bandung Indah_0.jpg,images_output\Water Park Bandung Indah\Water Park Bandung Indah_1.jpg,images_output\Water Park Bandung Indah\Water Park Bandung Indah_2.png
292,Curug Anom,images_output\Curug Anom\Curug Anom_0.jpg,images_output\Curug Anom\Curug Anom_1.jpg,images_output\Curug Anom\Curug Anom_2.jpg
293,Taman Badak,images_output\Taman Badak\Taman Badak_0.jpg,images_output\Taman Badak\Taman Badak_1.png,nan
294,Taman Film,images_output\Taman Film\Taman Film_0.jpg,images_output\Taman Film\Taman Film_1.jpg,images_output\Taman Film\Taman Film_2.jpg
295,Museum Nike Ardilla,images_output\Museum Nike Ardilla\Museum Nike Ardilla_0.jpg,images_output\Museum Nike Ardilla\Museum Nike Ardilla_1.jpg,nan
296,Batununggal Indah Club,images_output\Batununggal Indah Club\Batununggal Indah Club_0.jpg,images_output\Batununggal Indah Club\Batununggal Indah Club_1.jpg,images_output\Batununggal Indah Club\Batununggal Indah Club_2.jpg
297,Mountain View Golf Club,images_output\Mountain View Golf Club\Mountain View Golf Club_0.jpg,nan,nan
298,Gunung Lalakon,images_output\Gunung Lalakon\Gunung Lalakon_0.jpg,images_output\Gunung Lalakon\Gunung Lalakon_1.jpg,nan
299,Sendang Geulis Kahuripan,images_output\Sendang Geulis Kahuripan\Sendang Geulis Kahuripan_0.jpg,nan,nan
300,Sanghyang Heuleut,images_output\Sanghyang Heuleut\Sanghyang Heuleut_0.jpg,nan,nan
301,Lereng Anteng Panoramic Coffee Place,images_output\Lereng Anteng Panoramic Coffee Place\Lereng Anteng Panoramic Coffee Place_0.jpg,images_output\Lereng Anteng Panoramic Coffee Place\Lereng Anteng Panoramic Coffee Place_1.jpg,nan
302,Masjid Pusdai,images_output\Masjid Pusdai\Masjid Pusdai_0.jpg,images_output\Masjid Pusdai\Masjid Pusdai_1.jpg,images_output\Masjid Pusdai\Masjid Pusdai_2.jpg
303,Masjid Al-Imtizaj,images_output\Masjid Al-Imtizaj\Masjid Al-Imtizaj_0.jpg,images_output\Masjid Al-Imtizaj\Masjid Al-Imtizaj_1.jpg,images_output\Masjid Al-Imtizaj\Masjid Al-Imtizaj_2.jpg
304,Situ Cileunca,images_output\Situ Cileunca\Situ Cileunca_0.jpg,images_output\Situ Cileunca\Situ Cileunca_1.jpg,nan
305,Sunrise Point Cukul,images_output\Sunrise Point Cukul\Sunrise Point Cukul_0.jpg,images_output\Sunrise Point Cukul\Sunrise Point Cukul_1.jpg,nan
306,Sungai Palayangan,images_output\Sungai Palayangan\Sungai Palayangan_0.jpg,nan,nan
